Query,RetrievedDocuments
40011.query, VOM19980510.0700.0568 VOM19980222.0700.2119 VOM19980227.0900.3575 VOM19980613.0700.0555 VOM19980624.0900.0261 VOM19980327.0900.3495 VOM19980227.0900.3563 VOM19980521.0700.0559 VOM19980501.0730.0291 VOM19980529.0730.0148 VOM19980404.0700.2063 VOM19980529.0700.0562 VOM19980529.0900.0276 VOM19980619.0900.0252 VOM19980529.0900.0148 VOM19980501.0900.0269 VOM19980220.0900.0473 VOM19980610.0730.0031 VOM19980421.0900.0213 VOM19980501.0700.0556 VOM19980319.0900.3295 VOM19980606.0700.0422 VOM19980606.0730.0174 VOM19980505.0700.0529 VOM19980504.0730.0037 VOM19980504.0900.0032 VOM19980606.0700.0548 VOM19980614.0700.0555 VOM19980220.0900.2076 VOM19980522.0730.0004 VOM19980522.0900.0007 VOM19980522.0900.0257 VOM19980407.0900.0263 VOM19980618.0730.0281 VOM19980619.0900.0264 VOM19980605.0900.0273 VOM19980223.0900.1997 VOM19980529.0700.0549 VOM19980617.0730.0280 VOM19980630.0700.0238 VOM19980630.0730.0191 VOM19980630.0900.0105 VOM19980508.0730.0282 VOM19980526.0900.0153 VOM19980612.0730.0039 VOM19980526.0700.0245 VOM19980526.0730.0098 VOM19980506.0700.0543 VOM19980614.0700.0458 VOM19980416.0900.0284
40012.query, VOM19980222.0700.2119 VOM19980510.0700.0568 VOM19980618.0700.0416 VOM19980501.0730.0291 VOM19980227.0900.3575 VOM19980521.0700.0559 VOM19980626.0700.0539 VOM19980620.0730.0244 VOM19980416.0900.0284 VOM19980227.0900.3563 VOM19980502.0730.0270 VOM19980319.0900.3295 VOM19980529.0700.0562 VOM19980529.0900.0276 VOM19980610.0700.0539 VOM19980501.0900.0269 VOM19980619.0900.0264 VOM19980529.0700.0518 VOM19980628.0700.0276 VOM19980529.0730.0251 VOM19980628.0730.0204 VOM19980507.0900.0154 VOM19980507.0730.0178 VOM19980327.0900.3495 VOM19980326.0900.3367 VOM19980403.0900.0398 VOM19980220.0900.0473 VOM19980610.0730.0031 VOM19980404.0700.2063 VOM19980504.0730.0168 VOM19980504.0900.0121 VOM19980222.0700.0276 VOM19980526.0730.0039 VOM19980526.0900.0034 VOM19980504.0730.0037 VOM19980504.0900.0032 VOM19980612.0730.0039 VOM19980326.0900.3298 VOM19980306.0700.0705 VOM19980527.0700.0528 VOM19980515.0730.0165 VOM19980515.0700.0513 VOM19980522.0730.0122 VOM19980522.0900.0121 VOM19980515.0900.0086 VOM19980505.0730.0003 VOM19980406.0900.0044 VOM19980530.0730.0003 VOM19980319.0900.2017 VOM19980224.0700.0435
40013.query, VOM19980510.0700.0568 VOM19980222.0700.2119 VOM19980227.0900.3575 VOM19980327.0900.3495 VOM19980404.0700.2063 VOM19980613.0700.0555 VOM19980527.0700.0528 VOM19980626.0700.0539 VOM19980529.0730.0148 VOM19980501.0700.0556 VOM19980610.0730.0031 VOM19980505.0730.0003 VOM19980319.0900.2504 VOM19980227.0900.3563 VOM19980602.0700.0166 VOM19980521.0700.0559 VOM19980614.0700.0458 VOM19980522.0730.0161 VOM19980522.0900.0158 VOM19980226.0900.1931 VOM19980522.0730.0004 VOM19980522.0900.0007 VOM19980226.0900.0370 VOM19980606.0700.0422 VOM19980606.0730.0174 VOM19980421.0900.0213 VOM19980522.0900.0257 VOM19980618.0700.0416 VOM19980220.0900.2076 VOM19980626.0900.0266 VOM19980529.0700.0562 VOM19980529.0900.0276 VOM19980623.0730.0001 VOM19980619.0900.0264 VOM19980630.0700.0432 VOM19980529.0900.0148 VOM19980630.0900.0205 VOM19980505.0700.0529 VOM19980602.0900.0127 VOM19980501.0730.0291 VOM19980610.0700.0539 VOM19980529.0700.0518 VOM19980223.0900.1997 VOM19980620.0730.0244 VOM19980521.0900.0007 VOM19980529.0730.0251 VOM19980610.0700.0520 VOM19980225.0700.0474 VOM19980625.0700.0117 VOM19980325.0900.3506
40014.query, VOM19980510.0700.0568 VOM19980227.0900.3575 VOM19980613.0700.0555 VOM19980327.0900.3495 VOM19980509.0700.0565 VOM19980626.0700.0539 VOM19980529.0730.0148 VOM19980319.0900.2504 VOM19980222.0700.2119 VOM19980225.0700.0474 VOM19980404.0700.2063 VOM19980529.0900.0148 VOM19980527.0700.0528 VOM19980501.0700.0556 VOM19980610.0730.0031 VOM19980618.0730.0281 VOM19980529.0700.0518 VOM19980304.0900.0495 VOM19980529.0730.0251 VOM19980501.0730.0291 VOM19980619.0900.0264 VOM19980509.0730.0283 VOM19980227.0900.3563 VOM19980522.0730.0286 VOM19980613.0700.0546 VOM19980626.0700.0553 VOM19980522.0900.0269 VOM19980306.0700.0705 VOM19980421.0900.0237 VOM19980610.0700.0539 VOM19980614.0730.0001 VOM19980616.0700.0146 VOM19980630.0700.0238 VOM19980630.0730.0191 VOM19980630.0900.0105 VOM19980616.0730.0074 VOM19980303.0700.0752 VOM19980504.0730.0037 VOM19980504.0900.0032 VOM19980529.0700.0549 VOM19980614.0700.0458 VOM19980521.0700.0559 VOM19980602.0730.0102 VOM19980602.0900.0035 VOM19980508.0700.0549 VOM19980515.0900.0196 VOM19980614.0730.0153 VOM19980427.0900.0040 VOM19980620.0700.0143 VOM19980611.0700.0187
40015.query, VOM19980227.0900.3575 VOM19980510.0700.0568 VOM19980227.0900.3563 VOM19980222.0700.2119 VOM19980404.0700.2063 VOM19980613.0700.0555 VOM19980327.0900.3495 VOM19980529.0730.0148 VOM19980501.0900.0269 VOM19980626.0700.0539 VOM19980501.0730.0291 VOM19980529.0900.0148 VOM19980509.0700.0565 VOM19980521.0700.0559 VOM19980325.0900.3506 VOM19980511.0700.0543 VOM19980508.0730.0282 VOM19980620.0730.0244 VOM19980508.0700.0549 VOM19980522.0730.0286 VOM19980617.0730.0280 VOM19980610.0700.0539 VOM19980220.0900.0473 VOM19980508.0700.0491 VOM19980624.0900.0261 VOM19980626.0700.0553 VOM19980605.0900.0273 VOM19980327.0900.3505 VOM19980618.0700.0416 VOM19980603.0700.0039 VOM19980303.0700.0752 VOM19980522.0900.0269 VOM19980508.0900.0252 VOM19980613.0700.0546 VOM19980529.0700.0549 VOM19980506.0700.0543 VOM19980606.0700.0548 VOM19980505.0700.0529 VOM19980529.0700.0518 VOM19980610.0730.0031 VOM19980529.0730.0251 VOM19980529.0700.0562 VOM19980529.0900.0276 VOM19980618.0730.0281 VOM19980619.0900.0252 VOM19980416.0900.0284 VOM19980605.0730.0276 VOM19980501.0700.0556 VOM19980507.0900.0269 VOM19980606.0700.0562
40016.query, VOM19980510.0700.0568 VOM19980227.0900.3575 VOM19980613.0700.0555 VOM19980222.0700.2119 VOM19980327.0900.3495 VOM19980509.0700.0565 VOM19980227.0900.3563 VOM19980619.0900.0264 VOM19980325.0900.3506 VOM19980618.0700.0416 VOM19980621.0730.0269 VOM19980416.0900.0284 VOM19980303.0700.0752 VOM19980529.0730.0148 VOM19980630.0700.0238 VOM19980630.0730.0191 VOM19980630.0900.0105 VOM19980626.0700.0539 VOM19980306.0700.0705 VOM19980319.0900.3295 VOM19980626.0900.0266 VOM19980529.0700.0562 VOM19980529.0900.0276 VOM19980509.0730.0283 VOM19980618.0730.0281 VOM19980529.0700.0549 VOM19980404.0700.2063 VOM19980501.0900.0269 VOM19980522.0900.0269 VOM19980319.0900.2504 VOM19980605.0900.0273 VOM19980501.0700.0556 VOM19980421.0900.0213 VOM19980522.0730.0286 VOM19980610.0700.0539 VOM19980614.0700.0555 VOM19980220.0900.2076 VOM19980304.0900.0495 VOM19980508.0700.0549 VOM19980507.0700.0521 VOM19980619.0900.0252 VOM19980526.0900.0153 VOM19980526.0700.0245 VOM19980526.0730.0098 VOM19980624.0900.0261 VOM19980521.0700.0559 VOM19980620.0730.0244 VOM19980606.0700.0422 VOM19980606.0730.0174 VOM19980529.0900.0210
40017.query, VOM19980227.0900.3575 VOM19980510.0700.0568 VOM19980222.0700.2119 VOM19980624.0900.0261 VOM19980404.0700.2063 VOM19980613.0700.0555 VOM19980227.0900.3563 VOM19980325.0900.3506 VOM19980327.0900.3495 VOM19980220.0900.0473 VOM19980501.0900.0269 VOM19980509.0700.0565 VOM19980501.0730.0291 VOM19980605.0900.0273 VOM19980619.0900.0264 VOM19980416.0900.0284 VOM19980610.0730.0031 VOM19980306.0700.0705 VOM19980619.0900.0252 VOM19980508.0700.0491 VOM19980508.0730.0282 VOM19980521.0700.0559 VOM19980612.0730.0272 VOM19980612.0900.0274 VOM19980609.0730.0276 VOM19980529.0700.0549 VOM19980617.0730.0280 VOM19980515.0730.0165 VOM19980610.0700.0539 VOM19980529.0730.0148 VOM19980508.0700.0549 VOM19980305.0700.0623 VOM19980327.0900.3505 VOM19980613.0700.0546 VOM19980614.0700.0555 VOM19980605.0730.0276 VOM19980504.0900.0157 VOM19980515.0900.0196 VOM19980611.0900.0253 VOM19980522.0900.0257 VOM19980501.0700.0556 VOM19980507.0900.0269 VOM19980529.0700.0562 VOM19980529.0900.0276 VOM19980304.0900.0495 VOM19980606.0700.0422 VOM19980606.0730.0174 VOM19980314.0700.1976 VOM19980508.0900.0252 VOM19980504.0730.0037
40018.query, VOM19980510.0700.0568 VOM19980222.0700.2119 VOM19980606.0700.0422 VOM19980606.0730.0174 VOM19980508.0700.0549 VOM19980522.0900.0257 VOM19980220.0900.2076 VOM19980529.0700.0562 VOM19980529.0900.0276 VOM19980327.0900.0255 VOM19980626.0700.0539 VOM19980515.0700.0513 VOM19980327.0900.3495 VOM19980610.0730.0031 VOM19980226.0900.1931 VOM19980226.0900.0370 VOM19980605.0700.0560 VOM19980618.0700.0416 VOM19980311.0700.0756 VOM19980325.0900.3506 VOM19980317.0900.0114 VOM19980529.0730.0148 VOM19980403.0700.0684 VOM19980522.0700.0484 VOM19980529.0900.0148 VOM19980326.0900.3298 VOM19980527.0700.0528 VOM19980626.0900.0266 VOM19980501.0700.0556 VOM19980610.0700.0539 VOM19980515.0730.0279 VOM19980327.0900.3505 VOM19980327.0900.0297 VOM19980605.0900.0236 VOM19980314.0700.1976 VOM19980625.0700.0117 VOM19980522.0700.0431 VOM19980522.0730.0261 VOM19980314.0700.0307 VOM19980626.0700.0553 VOM19980602.0730.0224 VOM19980522.0900.0269 VOM19980509.0700.0565 VOM19980227.0900.3575 VOM19980507.0900.0154 VOM19980507.0730.0178 VOM19980505.0730.0003 VOM19980614.0730.0001 VOM19980317.0700.0117 VOM19980507.0700.0355
40019.query, VOM19980510.0700.0568 VOM19980227.0900.3575 VOM19980222.0700.2119 VOM19980613.0700.0555 VOM19980327.0900.3495 VOM19980404.0700.2063 VOM19980626.0700.0539 VOM19980227.0900.3563 VOM19980509.0700.0565 VOM19980521.0700.0559 VOM19980501.0730.0291 VOM19980619.0900.0252 VOM19980626.0700.0553 VOM19980610.0730.0031 VOM19980610.0700.0539 VOM19980501.0900.0269 VOM19980619.0900.0264 VOM19980319.0900.2504 VOM19980306.0700.0705 VOM19980522.0730.0286 VOM19980527.0700.0528 VOM19980522.0900.0269 VOM19980220.0900.0473 VOM19980509.0730.0283 VOM19980605.0900.0273 VOM19980505.0700.0529 VOM19980319.0900.3295 VOM19980624.0900.0261 VOM19980325.0900.3506 VOM19980606.0700.0422 VOM19980508.0900.0252 VOM19980606.0730.0174 VOM19980522.0900.0257 VOM19980617.0900.0240 VOM19980501.0700.0556 VOM19980506.0700.0543 VOM19980618.0730.0281 VOM19980416.0900.0284 VOM19980522.0730.0004 VOM19980522.0900.0007 VOM19980529.0700.0549 VOM19980614.0700.0458 VOM19980626.0900.0266 VOM19980327.0900.3505 VOM19980515.0700.0513 VOM19980620.0730.0244 VOM19980223.0900.1997 VOM19980529.0700.0562 VOM19980529.0900.0276 VOM19980304.0900.0495
40020.query, VOM19980510.0700.0568 VOM19980222.0700.2119 VOM19980327.0900.3495 VOM19980521.0700.0559 VOM19980618.0700.0416 VOM19980227.0900.3575 VOM19980501.0730.0291 VOM19980619.0900.0264 VOM19980613.0700.0555 VOM19980508.0700.0549 VOM19980515.0900.0086 VOM19980606.0700.0422 VOM19980606.0730.0174 VOM19980614.0700.0555 VOM19980504.0730.0037 VOM19980504.0900.0032 VOM19980319.0900.3295 VOM19980626.0900.0266 VOM19980605.0900.0273 VOM19980325.0900.3506 VOM19980529.0730.0148 VOM19980606.0700.0548 VOM19980529.0900.0148 VOM19980527.0700.0528 VOM19980220.0900.2076 VOM19980502.0730.0270 VOM19980614.0700.0458 VOM19980501.0700.0556 VOM19980613.0730.0273 VOM19980226.0900.1931 VOM19980626.0700.0539 VOM19980226.0900.0370 VOM19980416.0900.0284 VOM19980227.0900.3563 VOM19980505.0700.0529 VOM19980530.0700.0445 VOM19980610.0730.0031 VOM19980220.0900.0473 VOM19980610.0700.0539 VOM19980404.0700.2063 VOM19980529.0700.0518 VOM19980621.0700.0565 VOM19980319.0900.2504 VOM19980529.0730.0251 VOM19980427.0900.0257 VOM19980319.0900.1855 VOM19980319.0900.0095 VOM19980606.0730.0028 VOM19980319.0700.0108 VOM19980522.0700.0553
40021.query, VOM19980510.0700.0568 VOM19980227.0900.3575 VOM19980613.0700.0555 VOM19980404.0700.2063 VOM19980501.0900.0269 VOM19980227.0900.3563 VOM19980509.0700.0565 VOM19980624.0900.0261 VOM19980222.0700.2119 VOM19980521.0700.0559 VOM19980319.0900.2504 VOM19980327.0900.3495 VOM19980511.0700.0543 VOM19980529.0730.0148 VOM19980508.0900.0252 VOM19980618.0730.0281 VOM19980619.0900.0252 VOM19980522.0900.0269 VOM19980610.0700.0539 VOM19980508.0700.0491 VOM19980522.0730.0286 VOM19980303.0700.0752 VOM19980508.0730.0282 VOM19980529.0900.0148 VOM19980613.0700.0546 VOM19980618.0700.0416 VOM19980529.0700.0549 VOM19980421.0900.0237 VOM19980626.0700.0539 VOM19980626.0700.0553 VOM19980509.0730.0283 VOM19980623.0900.0242 VOM19980620.0730.0244 VOM19980325.0900.3506 VOM19980529.0700.0392 VOM19980327.0900.3505 VOM19980505.0700.0529 VOM19980602.0730.0224 VOM19980603.0700.0039 VOM19980507.0900.0269 VOM19980501.0730.0291 VOM19980529.0700.0518 VOM19980507.0730.0178 VOM19980507.0700.0355 VOM19980507.0900.0154 VOM19980529.0730.0251 VOM19980506.0700.0543 VOM19980612.0730.0286 VOM19980606.0700.0548 VOM19980526.0900.0153
